,Unnamed: 0,Id,EssaySet,Score1,Score2,EssayText
13369,13370,21517,8.0,0.0,0.0,لم يكن بول يعلم ان سيد ليونارد كان رياضي جامعي في سباقا مضمار والميد مما اثر علي في نواح كثيرة.
13372,13373,21520,8.0,1.0,1.0,بول منزعج الي حد ما من كيف ان سيد ليونارد لم يخبر عن مضمار جري. اعتقد ان بول يكون اكثر حماس ليكون في ريق مضمار حتي يتم من اقناع سيد ليونارد يظهر له قدر علي تغلب علي عقبات.
13373,13374,21521,8.0,0.0,0.0,تغير معلوم خلف طريق الت ينظر بها قارء الي سيد ليونارد. يرا الان رياضي عظيم لان حطم ارقام قياس في كلية.
13376,13377,21524,8.0,0.0,0.0,يبدو ان معلوم اساس الت اكتشف بول بشء سيد ليونارد تثبط عزيمته. هذا واضح ، لان عندم كان يسال سيد ليونارد عن ذلك ، نظر الي ارض وصو متصدع. لقد شعر انه ليس لدي امل منذ ان بدء من صفر كان سيد ليونارد نجم في مدرس ثانو والجامعة.
13377,13378,21525,8.0,0.0,0.0,تاثير هذه معلوم علي بول هايل لان تظهر ان سيد ليونارد شخص مثل تماما. في القص عندم سال سيد ليونارد بول عن وجه اجاب مركز تعلم ، قام سيد ليونارد ايقاف لان يعلم انه كان هناك. مثال اخر هو عندم طلب سيد ليونارد من بول ان يقابل بعد مدرس ، فان يحاول ان يثن علي في حياة. اخير ، يشعر سيد ليونارد ضيق عندم يتم تذكير ماض ولك عندم يساعد بول ، فان يشعر تحسن.
13378,13379,21526,8.0,0.0,0.0,سماح لبول الان ان يبذل قصاري جهد في مدرسة. استمتاع رياض والحفاظ علي درجا مرتفعة.
13379,13380,21527,8.0,2.0,0.0,لم يعرف بول كيف يتحدث الي سيد ليونارد لان كان نجم مسار ثم ترك كلية. اراد بول ايض مساعد سيد ليونارد لان ساعد بول بكل ما لدي من قدرا الان ، بول اكثر انفتاحا. طلب مدرب مسار في مدرس ثانو بول من حضور والانضمام الي ريقه. هذه هي طريق الت حصل بها بول علي معلوم عن سيد ليونارد ، يريد ان يحاول مساعد علي خروج من منطق راح خاص به. تاثر بول بذل لان لم يكن يعلم ان سيد ليونارد كان نجم رايع ، كان يريد فقط مساعد كما فعل ول.
13382,13383,21530,8.0,2.0,2.0,معلوم اساس تجعل بول يشعر كما لو ان سيد ليونارد يفهم مشاكله. يقول انه يعرف مشاعر سيد ليونارد جيد لان شعر بها كثيرا. كما انه يجعل يشعر كما لو انه استطيع رد جميل له. قرر بول تعليم سيد ليونارد كيف قراء كطريق لمكافء علي جهوده.
13384,13385,21532,8.0,2.0,2.0,كلم بحث بول عن كل انجاز الت حقق سيد ليونارد ، لا بد انه كان يشعر تواضع لكون في هدايا ، ما كان ، نجم رياضي. في فقر 39 ، يبدو بول متحمس منبهر بكل نجاح ليونارد.
13385,13386,21533,8.0,1.0,2.0,"تاثير معلوم اساس علي بول هو انه يدر ان سيد ليونارد يشب تماما. ""كان مشاعر في كلما سيد ليونارد مالوف للغا نسب لي"". بول منزعج من حقيق انهم مجرد مثل. انه يريد ان يفعل ما هو افضل الان لان يعرف ما مر به سيد ليونارد. قلت: ""هي يا سيد ليونارد ، لقد حان وقت لبدء تدريبك."" بول يريد مساعد سيد ليونارد علي خروج."
13386,13387,21534,8.0,1.0,1.0,انه متفاجء محير لان سيد ليونارد لم يشار معلومات. يريد ايض معرف مزيد عنه.
13387,13388,21535,8.0,2.0,1.0,معلوما خلف سيد ليونارد تتعلق بول. يعرف ولس معني شعور حرج عندم لا يعرف اجاب يعرف جميع او عندم يطلب منه قراء بصو عال. يشعر بول انه يشب سيد ليونارد ولد رغب في مساعد سيد ليوناردو.
13390,13391,21538,8.0,1.0,1.0,اعتقد ان بول كان متشجع لرء ان سيد ليونارد كان يوم ما نجم في مضمار ، وان اي شخص يمك حقا وصول الي اهداف اذا حاول بجد بما فيه كفاية. اظهر سيد ليونارد لبول ان دفع نفس قد يوصل الي حيث تريد ان تذهب ، وف تخط عقب والجر شكل اسرع اسرع في كل مرة ، جعل بول هذا دفع يحدث.
13391,13392,21539,8.0,0.0,0.0,في فقر 44 قال سيد ليونارد ان كشاف في الكل اخبر ان درجا لا تهم. لقد رسب خارج مدرس ولم ترغب اي مدرس اخري في عداء لا يقرا.
13392,13393,21540,8.0,0.0,0.0,كلا لدي مشكل في قراء والتعلم جيد. كان سيد ليونارد سريع في تفسير سبب جود بول في رده ، حتي طرح عقب في حيا سيد ليوناردز ايضا.
13393,13394,21541,8.0,2.0,2.0,معلوما خلف سيد ليونارد لها تاثير مماثل علي بول ، لان يمر نفس شيء ، سيد ليونارد يمر به. يذهب بول الي مركز تعلم مرتين في اسبوع لتعلم كيف قراءة. كان سيد ليونارد رياضي جيد عندم كان في مدرس ثانو ولك لم يكن طالب جيدا. لم يكن لدي سيد ليونارد مركز تعليم في ذلك وقت ، من شان ان يساعد في درجاته. لذا فهم بول كيف شعر ليونارد ، شعر حرج. اعتقد ان بول شعر ايض انه لم يكن وحيد الذ يعا من سكري.
13395,13396,21543,8.0,0.0,0.0,تاثير معلوم خلف له تاثير جيد جدا في بول ، فهو يجعل يحاول ان يكون شخص افضل
13396,13397,21544,8.0,0.0,0.0,كان مرتبك بشء سبب عدم اخبار سيد ليونارد له لماذ ابقي ماض سرا.
13397,13398,21545,8.0,0.0,2.0,"انه يجعل يشعر فخر ، اعرف ذلك لان النص يقول: ""لقد كنت طالب جامع فاز سباق 400 متر حواجز علي مواطنين""."
13398,13399,21546,8.0,2.0,2.0,تفاجء معلوم اساس حول سيد لينارد ول. هذا لان ما وجد كان هذا: اعتاد سيد لينارد ان يكون طالب جامعي حطم ارقام قياس علي حواجز. ذهب مواطن فاز سباق 400 متر حواجز. لم يكن ولس علي علم بذل سال لماذا. لم يخبر سيد ليونارد بول لان لم استطع قراء رسب في كلية. بعد ذلك ، لم يرغب احد في عداء لا استطيع قراءة. لذل ، لم استطع سيد ليونارد انهاء مسير في سباق. هذا من شان ان يشجع ولس علي محاول جاد لتعلم قراءة. يظهر له انه لا استسلم ابد ، يبذل دايم قصاري جهد في حياة.
13399,13400,21547,8.0,2.0,1.0,يحصل قارء علي معلوما اساس عن سيد ليونارد ، تاثير ذلك علي بول هو انه يعتقد انه استطيع فعل ذلك لان سيد ليونارد لا استطيع قراء مثل تماما. يعتقد بول انه يمك ان يفعل ذلك لان يعلم ان سيد ليونارد فعل ذلك في كلية. علي رغم من ان سيد ليونارد رسب في الكل لا يحدث فرق نسب لبول لان بول يوم نفس يعتقد انه استطيع قيام بذل مهم حدث. قام سيد ليونارد تعليم بول كثير ، ولن يتخلي بول عن مضمار جري. لم يكن سيد ليونارد قادر علي قراء عندم كان في مدرس ، تمام مثل بول ، لكن بول ادر مدي جود عداء مسار سيد ليونارد ، وهو يدفع نفس ليكون جيد مثل سيد ليونارد.
13400,13401,21548,8.0,0.0,0.0,سيد ليونارد هو رجل الذ لا استطيع قراء كان من واجب ان يكون عداء جيد مدرس لان لا استطيع قراء ولك سقط يوم ما يساعد صبي في مكان يحب قيام به.
13401,13402,21549,8.0,1.0,1.0,شعر سوء اراد مساعد من خلال مساعد في تدريب
13402,13403,21550,8.0,0.0,0.0,"كان هنا تاثير كبير للغا من معلوم اساس مقدم عن سيد ليونارد. كان تاثير اكبر ، من خلال مشارك سيد ليونارد لماض ، يظهر انه حتي لو لم تكن جيد في شيء ما ، فلا استسلم ، فقط حاول اكثر صعوبة. قال سيد ليونارد ""لا توجد مدرس اخري تريد عداء لا استطيع قراءة"". كما يقول سيد ليونارد هذا ، فان يظهر لبول ايض ، يبدو انن كنت رياضي جيد ولك لمجرد انن لم استطع قراء ، لم يريدوني. لم يكن سيد ليونارد يريد ان ينته نفس طريقة."
13403,13404,21551,8.0,2.0,2.0,عندم علم بول خلف سيد ليونارد ، بدء علي فور في بحث عنه. في فقر 38 ، يسرد بول انجازا كنجم مسار. في وقت لاحق من القص ، في فقر 44 ، اخبر سيد ليونارد كيف ترك الكل لان لا استطيع قراء جيدا. كان هذا شيء يمك ان يرتبط به ولس. كان يعلم كم يمك ان يكون امر محرج اراد ان يسدد له مقابل كل مساعد الت قدم لبول في تغلب علي عقبات.
13404,13405,21552,8.0,0.0,0.0,سيد ليونارد يجب ان ينظر الي خلف ول. لان لدي نفس مشكلة. في بدا لم يرغب بول في تفكير في امر اخبار سيد ليونارد عود الي مدرسة. لان حان وقت لبدء تدريبه. ساعد كل منهم اخر ادر ولس ما فعل من اجله. لقد جعل يشعر احراج شديد حيال ذلك لان كان يتصل به ولم يرغب في اجابة. علم ان كل شخص اخر افضل.
